Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-07 11:35:00-05:00,238.5800018310547,238.6999969482422,238.22000122070312,238.2949981689453,581297,0.0,0.0
2025-03-07 11:40:00-05:00,238.2740020751953,238.47000122070312,237.8699951171875,238.32000732421875,656082,0.0,0.0
2025-03-07 11:45:00-05:00,238.27000427246094,238.97000122070312,238.00169372558594,238.89999389648438,709318,0.0,0.0
2025-03-07 11:50:00-05:00,238.86000061035156,239.05999755859375,238.57000732421875,238.8800048828125,426223,0.0,0.0
2025-03-07 11:55:00-05:00,238.9199981689453,239.27000427246094,238.8000030517578,239.2050018310547,615745,0.0,0.0
2025-03-07 12:00:00-05:00,239.21060180664062,239.69749450683594,239.07000732421875,239.10000610351562,694200,0.0,0.0
2025-03-07 12:05:00-05:00,239.1300048828125,239.33999633789062,237.86000061035156,238.1199951171875,478821,0.0,0.0
2025-03-07 12:10:00-05:00,238.139892578125,238.75,237.92999267578125,238.63999938964844,368621,0.0,0.0
2025-03-07 12:15:00-05:00,238.65499877929688,238.85000610351562,238.44009399414062,238.77000427246094,286928,0.0,0.0
2025-03-07 12:20:00-05:00,238.77999877929688,239.3000030517578,238.69000244140625,239.02000427246094,469093,0.0,0.0
2025-03-07 12:25:00-05:00,239.00999450683594,239.47569274902344,238.89999389648438,239.2899932861328,334609,0.0,0.0
2025-03-07 12:30:00-05:00,239.25999450683594,239.74000549316406,238.8000030517578,239.58999633789062,511686,0.0,0.0
2025-03-07 12:35:00-05:00,239.61000061035156,239.75999450683594,239.16000366210938,239.22999572753906,401951,0.0,0.0
2025-03-07 12:40:00-05:00,239.2100067138672,239.6300048828125,239.05999755859375,239.5800018310547,392679,0.0,0.0
2025-03-07 12:45:00-05:00,239.5800018310547,239.99000549316406,239.47000122070312,239.78729248046875,478501,0.0,0.0
2025-03-07 12:50:00-05:00,239.75999450683594,240.77999877929688,239.72999572753906,240.7364959716797,1015128,0.0,0.0
2025-03-07 12:55:00-05:00,240.75,240.8300018310547,239.701904296875,240.02999877929688,695735,0.0,0.0
2025-03-07 13:00:00-05:00,240.03500366210938,241.07000732421875,239.99000549316406,241.02999877929688,707912,0.0,0.0
2025-03-07 13:05:00-05:00,241.02000427246094,241.3699951171875,240.64500427246094,240.6699981689453,502566,0.0,0.0
2025-03-07 13:10:00-05:00,240.64999389648438,240.96969604492188,240.01499938964844,240.9600067138672,299694,0.0,0.0
2025-03-07 13:15:00-05:00,240.94000244140625,241.14999389648438,240.71339416503906,241.10000610351562,283707,0.0,0.0
2025-03-07 13:20:00-05:00,241.02999877929688,241.19500732421875,240.2899932861328,240.32000732421875,711863,0.0,0.0
2025-03-07 13:25:00-05:00,240.3000030517578,240.55999755859375,240.07000732421875,240.41439819335938,263344,0.0,0.0
2025-03-07 13:30:00-05:00,240.4250030517578,240.72889709472656,240.24000549316406,240.42039489746094,356368,0.0,0.0
2025-03-07 13:35:00-05:00,240.38999938964844,240.91000366210938,240.22999572753906,240.6199951171875,441039,0.0,0.0
2025-03-07 13:40:00-05:00,240.61500549316406,240.83999633789062,239.8699951171875,240.19000244140625,315764,0.0,0.0
2025-03-07 13:45:00-05:00,240.1649932861328,240.27999877929688,239.7899932861328,239.98500061035156,364433,0.0,0.0
2025-03-07 13:50:00-05:00,240.0,240.02980041503906,239.6999969482422,239.82009887695312,268034,0.0,0.0
2025-03-07 13:55:00-05:00,239.85499572753906,239.85499572753906,239.37030029296875,239.42999267578125,305769,0.0,0.0
2025-03-07 14:00:00-05:00,239.44500732421875,239.91000366210938,239.36000061035156,239.5749969482422,309781,0.0,0.0
2025-03-07 14:05:00-05:00,239.5749969482422,239.5782012939453,238.8800048828125,238.9199981689453,558132,0.0,0.0
2025-03-07 14:10:00-05:00,238.9199981689453,239.05999755859375,238.57000732421875,238.97999572753906,336038,0.0,0.0
2025-03-07 14:15:00-05:00,238.97999572753906,239.3800048828125,238.72000122070312,239.30499267578125,267482,0.0,0.0
2025-03-07 14:20:00-05:00,239.30499267578125,239.8350067138672,239.30499267578125,239.82000732421875,269863,0.0,0.0
2025-03-07 14:25:00-05:00,239.8249969482422,239.8699951171875,239.35000610351562,239.64999389648438,316353,0.0,0.0
2025-03-07 14:30:00-05:00,239.6649932861328,239.77000427246094,239.39500427246094,239.65060424804688,240322,0.0,0.0
2025-03-07 14:35:00-05:00,239.6300048828125,239.86000061035156,239.2100067138672,239.7371063232422,238330,0.0,0.0
2025-03-07 14:40:00-05:00,239.76499938964844,239.82000732421875,238.99000549316406,239.16000366210938,232326,0.0,0.0
2025-03-07 14:45:00-05:00,239.19500732421875,239.19500732421875,238.77000427246094,238.82000732421875,294032,0.0,0.0
2025-03-07 14:50:00-05:00,238.83999633789062,239.19479370117188,238.69000244140625,239.0800018310547,306647,0.0,0.0
2025-03-07 14:55:00-05:00,239.0800018310547,239.42999267578125,239.0,239.22000122070312,266997,0.0,0.0
2025-03-07 15:00:00-05:00,239.1999969482422,239.2550048828125,238.9600067138672,238.97000122070312,274206,0.0,0.0
2025-03-07 15:05:00-05:00,238.9600067138672,239.2050018310547,238.85000610351562,239.1699981689453,316625,0.0,0.0
2025-03-07 15:10:00-05:00,239.164306640625,239.22999572753906,238.5500030517578,238.5800018310547,262050,0.0,0.0
2025-03-07 15:15:00-05:00,238.57000732421875,238.89999389648438,238.0800018310547,238.8311004638672,347930,0.0,0.0
2025-03-07 15:20:00-05:00,238.83999633789062,238.85000610351562,238.33999633789062,238.57899475097656,244996,0.0,0.0
2025-03-07 15:25:00-05:00,238.57000732421875,238.9600067138672,238.5500030517578,238.8114013671875,240865,0.0,0.0
2025-03-07 15:30:00-05:00,238.8000030517578,239.1300048828125,238.6699981689453,238.9199981689453,338201,0.0,0.0
2025-03-07 15:35:00-05:00,238.9199981689453,238.97999572753906,238.05999755859375,238.32009887695312,469865,0.0,0.0
2025-03-07 15:40:00-05:00,238.3300018310547,238.66000366210938,237.94000244140625,238.57679748535156,422019,0.0,0.0
2025-03-07 15:45:00-05:00,238.5399932861328,239.38400268554688,238.47000122070312,239.32000732421875,408429,0.0,0.0
2025-03-07 15:50:00-05:00,239.2899932861328,239.2899932861328,238.44500732421875,239.27000427246094,762779,0.0,0.0
2025-03-07 15:55:00-05:00,239.2899932861328,239.77000427246094,238.94000244140625,239.07000732421875,2410618,0.0,0.0
