Price,Close,High,Low,Open,Volume
Ticker,TGTX,TGTX,TGTX,TGTX,TGTX
Date,,,,,
2024-01-02,17.040000915527344,17.3700008392334,16.3799991607666,16.729999542236328,3607400
2024-01-03,16.90999984741211,17.229999542236328,16.440000534057617,16.700000762939453,4648400
2024-01-04,18.020000457763672,18.2450008392334,16.700000762939453,16.860000610351562,5500200
2024-01-05,19.649999618530273,19.799999237060547,17.559999465942383,17.56999969482422,8540000
2024-01-08,21.299999237060547,21.559999465942383,19.709999084472656,19.709999084472656,7150700
2024-01-09,21.010000228881836,21.31999969482422,19.399999618530273,19.549999237060547,7981100
2024-01-10,17.770000457763672,22.670000076293945,16.832000732421875,22.549999237060547,24275500
2024-01-11,17.219999313354492,18.530000686645508,17.149999618530273,17.68000030517578,7296200
2024-01-12,15.770000457763672,17.34000015258789,15.680000305175781,17.219999313354492,8211400
2024-01-16,15.15999984741211,15.529999732971191,14.920000076293945,15.5,6069300
2024-01-17,15.300000190734863,15.3149995803833,14.545000076293945,14.739999771118164,5166500
2024-01-18,15.140000343322754,15.390000343322754,14.869999885559082,15.380000114440918,3177200
2024-01-19,15.069999694824219,15.350000381469727,14.829999923706055,15.170000076293945,3697900
2024-01-22,16.219999313354492,16.2549991607666,15.050000190734863,15.1899995803833,4790200
2024-01-23,15.8100004196167,16.416000366210938,15.4350004196167,16.350000381469727,3881200
2024-01-24,15.670000076293945,16.3700008392334,15.5649995803833,16.25,3742600
2024-01-25,15.979999542236328,16.219999313354492,15.65999984741211,15.6899995803833,2635700
2024-01-26,15.800000190734863,16.209999084472656,15.789999961853027,16.030000686645508,5341400
2024-01-29,16.25,16.280000686645508,15.605999946594238,15.829999923706055,3204300
2024-01-30,16.170000076293945,16.28499984741211,15.899999618530273,16.18000030517578,2133500
2024-01-31,16.239999771118164,17.059999465942383,15.829999923706055,16.100000381469727,5574100
2024-02-01,16.8799991607666,17.110000610351562,15.979999542236328,16.389999389648438,3256900
2024-02-02,16.459999084472656,16.709999084472656,16.25,16.5,2513700
2024-02-05,15.3100004196167,16.520000457763672,14.640000343322754,16.479999542236328,6843200
2024-02-06,15.350000381469727,15.57800006866455,14.914999961853027,15.25,3654000
2024-02-07,14.369999885559082,15.350000381469727,14.359999656677246,15.350000381469727,3750400
2024-02-08,14.640000343322754,14.819000244140625,13.960000038146973,14.319999694824219,3950400
2024-02-09,14.739999771118164,15.095000267028809,14.604000091552734,14.829999923706055,3808800
2024-02-12,15.180000305175781,15.1899995803833,14.680000305175781,14.90999984741211,3759200
2024-02-13,13.930000305175781,14.5600004196167,13.800000190734863,14.479999542236328,4865300
2024-02-14,14.1899995803833,14.385000228881836,13.899999618530273,14.25,2827200
2024-02-15,14.399999618530273,14.619999885559082,14.104999542236328,14.350000381469727,2564000
2024-02-16,13.829999923706055,14.229999542236328,13.8100004196167,14.210000038146973,2820900
2024-02-20,13.229999542236328,13.854999542236328,13.164999961853027,13.75,3879100
2024-02-21,13.020000457763672,13.279999732971191,12.84000015258789,13.010000228881836,3087800
2024-02-22,13.4399995803833,13.602999687194824,12.899999618530273,13.130000114440918,3681300
2024-02-23,13.319999694824219,13.5600004196167,13.1899995803833,13.359999656677246,2402900
2024-02-26,13.359999656677246,13.725000381469727,13.0,13.5,4995200
2024-02-27,13.90999984741211,14.0649995803833,13.350000381469727,13.819999694824219,6059000
2024-02-28,17.6299991607666,18.889999389648438,15.899999618530273,16.18000030517578,16649200
2024-02-29,17.219999313354492,18.079999923706055,16.889999389648438,17.850000381469727,6206300
2024-03-01,17.959999084472656,18.3799991607666,17.43000030517578,17.540000915527344,4844300
